Date,Easting,Northing,Pool,Temp,Depth,Velocity,DO,Clarity,Stratum,Substrate,Veg_type,Veg_density,Veg_cover
07/28/2020,637455,4853312,Pool 08,27.7,0.9,0,6.5,38,Isolated,Silt,"S, E, & F",Dense,>50%
07/28/2020,636855,4853712,Pool 08,27.9,0.58,0,15.2,58,Isolated,Silt,"S, E, & F",Dense,>50%
07/28/2020,637855,4853712,Pool 08,28.3,1.4,0,12,82,Isolated,Silt,"S, E, & F",Dense,20 - 49%
07/28/2022,734858,4656601,Pool 13,27.5,1.1,0.07,10.3,45,Side channel,Silt/Clay/Sand,Submergent,Dense,1 - 19%
07/28/2022,579280,4913908,Pool 04,24.4,0.58,0,5.3,58,Connected backwater,Silt,Submergent,Sparse,>50%
07/29/1993,580630,4914308,Pool 04,23.2,0.7,0.05,7.5,50,Side channel,Silt,Submergent,Dense,>50%
07/29/1993,636849,4853721,Pool 08,22.1,1.4,0,0.6,70,Isolated,Silt,S & E,Dense,>50%
07/29/1993,637464,4852716,Pool 08,22.2,0.7,0,1.2,70,Isolated,Silt,S & E,Dense,>50%
07/29/1994,641655,4846112,Pool 08,24.9,0.62,0,10.2,58,Side channel,Silt/Clay/Sand,S & E,Dense,20 - 49%
07/29/1996,736158,4653451,Pool 13,24.2,0.78,0.08,8,50,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/29/1996,734008,4648801,Pool 13,24.5,0.93,0.04,7.2,28,Impounded lake,Silt,S & E,Dense,1 - 19%
07/29/1996,736408,4650401,Pool 13,24.2,0.59,0.01,8.6,38,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/29/1996,736808,4650801,Pool 13,24.2,0.36,0.1,8.4,36,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/29/1997,637055,4853112,Pool 08,22.8,0.76,0,0.8,76,Isolated,Silt,S & E,Dense,>50%
07/29/1997,637855,4853312,Pool 08,22.3,0.45,0,0.8,45,Isolated,Silt,S & E,Dense,>50%
07/29/1997,636855,4853312,Pool 08,23.4,0.55,0,1.1,55,Isolated,Silt,S & E,Dense,>50%
07/29/1998,734308,4658751,Pool 13,27.2,0.3,0,9.4,30,Side channel,Silt,Submergent,Dense,20 - 49%
07/29/1998,579980,4914508,Pool 04,25.5,0.43,0,6.7,43,Side channel,Silt,S & E,Dense,>50%
07/29/1999,736458,4656751,Pool 13,30.4,2.1,0.12,5.6,22,Side channel,Silt/Clay/Sand,S & E,Dense,1 - 19%
07/29/2002,580330,4913108,Pool 04,26.6,1.39,0.11,7.2,101,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,>50%
07/29/2004,639305,4849762,Pool 08,26.1,0.39,0,9.8,39,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/29/2005,583130,4910608,Pool 04,25.4,1.06,0,4.9,94,Side channel,Silt,Submergent,Dense,>50%
07/29/2008,642655,4833712,Pool 08,27.9,1.33,0,13.3,133,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/29/2008,643455,4832512,Pool 08,28,1,0,14,100,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/29/2009,637755,4858412,Pool 08,23.9,0.52,0,8.9,52,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/29/2009,638355,4856062,Pool 08,24.4,0.45,0,12.8,45,Side channel,Sand,Submergent,Sparse,1 - 19%
07/29/2010,639955,4841362,Pool 08,27.5,0.75,0.01,6.1,75,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/29/2010,584730,4908358,Pool 04,27.2,0.99,0,6.3,99,Connected backwater,Silt,Submergent,Dense,>50%
07/29/2010,735008,4644201,Pool 13,27.1,1.4,0.07,5.5,30,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/29/2010,737608,4644001,Pool 13,26.4,0.8,0.03,1.1,60,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/29/2010,737608,4644601,Pool 13,26.2,1.3,0.06,6.1,50,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/29/2011,580630,4914358,Pool 04,26.7,0.4,0.01,5,40,Side channel,Silt,"S, E, & F",Sparse,>50%
07/29/2011,580780,4916758,Pool 04,26.8,1.08,0.04,3.2,89,Connected backwater,Silt,"S, E, & F",Dense,20 - 49%
07/29/2013,637555,4858062,Pool 08,20.6,0.47,0,9.4,47,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/29/2013,737658,4657801,Pool 13,21.1,0.72,0,5.3,72,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/29/2019,641255,4841212,Pool 08,26.5,0.89,0.07,7.8,74,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/29/2020,735008,4643401,Pool 13,28.1,1.54,0,13,46,Impounded lake,Silt/Clay/Sand,Submergent,Dense,20 - 49%
07/29/2020,736408,4647201,Pool 13,26.5,1.3,0,8.8,130,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/29/2020,640055,4830112,Pool 08,27.2,0.28,0,9.7,28,Impounded lake,Silt,"S, E, & F",Sparse,20 - 49%
07/29/2024,642855,4846512,Pool 08,27.5,1.15,0.01,3.6,115,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/29/2024,641855,4848362,Pool 08,28.6,0.71,0,6.7,71,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,>50%
07/30/1996,580680,4917058,Pool 04,24,0.68,0.11,9.1,28,Connected backwater,Silt/Clay/Sand,S & E,Dense,1 - 19%
07/30/1998,639155,4855312,Pool 08,26.7,0.31,0,11.4,31,Side channel,Silt/Clay/Sand,S & E,Dense,20 - 49%
07/30/2002,637655,4857762,Pool 08,28.3,0.71,0,8.9,71,Connected backwater,Silt,"S, E, & F",Sparse,>50%
07/30/2002,735408,4645601,Pool 13,26.6,1.1,0.08,5.6,39,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/30/2002,734208,4646601,Pool 13,26.9,0.9,0,10.4,60,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
07/30/2004,643455,4834512,Pool 08,22.9,0.7,0,1.2,55,Isolated,Silt,Submergent,Dense,20 - 49%
07/30/2007,642455,4835712,Pool 08,29,1.7,0,8.2,126,Impounded lake,Silt,"S, E, & F",Sparse,20 - 49%
07/30/2008,641855,4832712,Pool 08,26.8,0.5,0,11.2,50,Impounded lake,Sand,"S, E, & F",Dense,>50%
07/30/2008,643455,4839912,Pool 08,27.3,0.56,0,9.3,56,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/30/2009,641305,4843412,Pool 08,23.6,1.77,0.12,8.3,117,Side channel,Sand,"S, E, & F",Dense,1 - 19%
07/30/2010,579980,4915008,Pool 04,25.4,1.52,0,3.6,152,Connected backwater,Silt,Submergent,Sparse,>50%
07/30/2012,639455,4841712,Pool 08,26.8,1.25,0,8.1,58,Side channel,Silt,"S, E, & F",Sparse,20 - 49%
07/30/2012,640205,4840462,Pool 08,27.9,1.55,0.06,9.3,109,Connected backwater,Sand,"S, E, & F",Dense,20 - 49%
07/30/2012,734208,4647201,Pool 13,29.8,0.59,0,8.3,54,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/30/2013,642054,4833711,Pool 08,22.8,0.83,0.03,11.9,83,Impounded lake,Sand,"S, E, & F",Dense,20 - 49%
07/30/2015,735108,4659101,Pool 13,27.9,0.4,0,9,40,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
07/30/2015,640255,4834912,Pool 08,23.5,0.8,0.02,8.7,80,Impounded lake,Silt,"S, E, & F",Dense,>50%
07/30/2018,642655,4827913,Pool 08,25,1.77,0.02,8.5,177,Impounded lake,Sand,"S, E, & F",Dense,>50%
07/30/2021,638055,4853112,Pool 08,23.9,0.24,0,0.9,24,Isolated,Silt,"S, E, & F",Dense,>50%
07/31/1995,581780,4914308,Pool 04,26.1,0.75,0.03,7.5,50,Connected backwater,Silt/Clay/Sand,Floating,Dense,>50%
07/31/1998,637055,4853512,Pool 08,22.2,0.48,0,0.8,35,Isolated,Silt,S & E,Dense,>50%
07/31/1998,636655,4853512,Pool 08,22.1,0.55,0,1.5,47,Isolated,Silt,S & E,Dense,>50%
07/31/2000,639205,4850062,Pool 08,26.1,0.7,0,11,30,Connected backwater,Silt,S & E,Dense,20 - 49%
07/31/2001,641455,4846962,Pool 08,31.7,0.19,0,8.3,19,Side channel,Sand,S & E,Sparse,1 - 19%
07/31/2001,735358,4656151,Pool 13,28.7,0.95,0.13,9.5,62,Side channel,Silt/Clay/Sand,Emergent,Dense,1 - 19%
07/31/2001,735408,4648801,Pool 13,28.3,0.56,0,10.8,45,Impounded lake,Silt/Clay/Sand,S & E,Dense,>50%
07/31/2001,734608,4648201,Pool 13,28.1,0.5,0,8.7,50,Impounded lake,Silt,S & E,Dense,>50%
07/31/2001,736608,4650201,Pool 13,27.3,0.71,0.03,9,50,Impounded lake,Silt/Clay/Sand,Submergent,Dense,1 - 19%
07/31/2002,738108,4657001,Pool 13,27.2,0.7,0,4.6,70,Connected backwater,Silt,S & E,Dense,>50%
07/31/2002,641855,4832912,Pool 08,27.5,0.59,0.07,10.4,59,Impounded lake,Sand,Submergent,Sparse,>50%
07/31/2006,737008,4655101,Pool 13,29.3,0.33,0,7.2,33,Connected backwater,Silt/Clay/Sand,Emergent,Dense,>50%
07/31/2012,726808,4670001,Pool 13,27.9,0.42,0,3.3,42,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/31/2012,639105,4850612,Pool 08,27.1,0.41,0,5.7,41,Connected backwater,Silt,"S, E, & F",Dense,>50%
07/31/2013,640654,4838311,Pool 08,23.2,0.38,0,8.3,38,Impounded lake,Silt,"S, E, & F",Dense,>50%
07/31/2013,643254,4836111,Pool 08,23.9,1.24,0,10.1,124,Impounded lake,Silt,"S, E, & F",Dense,>50%
07/31/2015,733608,4662401,Pool 13,22.9,0.4,0,1.1,40,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
07/31/2017,641955,4834712,Pool 08,26.6,0.59,0,9.6,59,Side channel,Sand,S & E,Dense,>50%
07/31/2017,643955,4843962,Pool 08,28.3,0.7,0,10.3,53,Side channel,Sand,Submergent,Sparse,>50%
07/31/2017,642955,4840812,Pool 08,30.9,0.75,0,12.8,75,Connected backwater,Sand,"S, E, & F",Dense,>50%
07/31/2019,639805,4835512,Pool 08,25.9,0.62,0.13,9.1,42,Connected backwater,Silt,"S, E, & F",Sparse,>50%
07/31/2019,640455,4830712,Pool 08,26.4,1.63,0.07,10.2,115,Impounded lake,Silt,Submergent,Sparse,>50%
07/31/2023,640705,4838912,Pool 08,26.8,0.72,0,8.7,72,Side channel,Silt/Clay/Sand,S & E,Sparse,20 - 49%
08/01/2000,727308,4670451,Pool 13,26.3,0.5,0,8.2,42,Connected backwater,Silt,Floating,Sparse,1 - 19%
08/01/2001,734608,4644201,Pool 13,29.6,1.15,0,12.7,115,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
08/01/2002,735808,4654851,Pool 13,29.4,0.4,0,9.5,40,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
08/01/2005,640005,4833062,Pool 08,27.2,2.67,0.08,11.6,75,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,1 - 19%
08/01/2005,640005,4832662,Pool 08,26.4,3.5,0.11,10.5,70,Side channel,Sand,"S, E, & F",Dense,1 - 19%
08/01/2005,735208,4650001,Pool 13,26.6,0.58,0,10.3,52,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
08/01/2005,640455,4829112,Pool 08,27.8,1.08,0,12.8,108,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
08/01/2006,640205,4843512,Pool 08,29.9,0.3,0,12.1,30,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
08/01/2006,737258,4652101,Pool 13,30.4,0.92,0,11.8,36,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
08/01/2006,736608,4650401,Pool 13,31,0.48,0,11,48,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
08/01/2006,735008,4649401,Pool 13,31.4,0.98,0,14.6,40,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
08/01/2007,640755,4841512,Pool 08,27.9,2.41,0.14,9.1,85,Side channel,Sand,"S, E, & F",Dense,1 - 19%
08/01/2007,640355,4840412,Pool 08,27.9,0.38,0,7.8,38,Side channel,Silt,"S, E, & F",Dense,>50%
08/01/2007,639405,4856212,Pool 08,29.5,1.21,0.04,7.9,62,Side channel,Silt/Clay/Sand,Floating,Sparse,1 - 19%
08/01/2011,638955,4837112,Pool 08,28.4,0.61,0.01,7.8,61,Connected backwater,Silt,"S, E, & F",Dense,>50%
08/01/2011,639005,4837212,Pool 08,28.3,0.29,0.02,7.6,29,Connected backwater,Silt,"S, E, & F",Dense,>50%
08/01/2011,738958,4644851,Pool 13,29.9,1.86,0,2.5,186,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
08/01/2011,638855,4837962,Pool 08,27.9,0.66,0,6.6,66,Connected backwater,Silt,"S, E, & F",Dense,>50%
08/01/2011,736408,4642801,Pool 13,30,0.74,0,11.8,74,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/01/2011,734208,4647601,Pool 13,30.1,0.5,0.04,6.8,29,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
08/01/2012,642605,4834462,Pool 08,27.5,1.66,0.01,7.1,100,Side channel,Silt,Submergent,Dense,>50%
08/01/2012,640855,4828712,Pool 08,28.6,0.9,0,9.9,90,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/01/2012,642655,4832112,Pool 08,27.4,1.35,0.11,8,75,Impounded lake,Sand,"S, E, & F",Dense,20 - 49%
08/01/2013,640554,4840161,Pool 08,23.3,0.59,0,8.8,59,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/01/2016,733458,4662151,Pool 13,25.4,1.26,0,3.8,82,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/01/2016,639354,4842161,Pool 08,25.4,1.26,0,5.4,50,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/01/2016,641054,4834511,Pool 08,26.7,1.21,0.08,8,121,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/01/2016,643054,4836511,Pool 08,27.7,1.17,0,5.4,117,Impounded lake,Silt,"S, E, & F",Sparse,>50%
08/01/2017,643105,4845762,Pool 08,27.7,1.2,0.11,12.5,61,Side channel,Sand,S & E,Sparse,1 - 19%
08/01/2019,643355,4845612,Pool 08,26,1.72,0.13,9.1,85,Side channel,Sand,"S, E, & F",Sparse,1 - 19%
08/01/2022,641855,4836312,Pool 08,26.2,2.62,0.05,14.2,55,Side channel,Silt/Clay/Sand,Submergent,Sparse,>50%
08/01/2022,637255,4853512,Pool 08,24.2,0.4,0,2.9,40,Isolated,Silt,"S, E, & F",Dense,>50%
08/01/2022,638055,4853112,Pool 08,25.6,0.36,0,3.2,36,Isolated,Silt,"S, E, & F",Dense,>50%
08/01/2022,636855,4853512,Pool 08,23.2,0.7,0,0.2,40,Isolated,Silt,"S, E, & F",Dense,>50%
08/01/2022,637055,4853112,Pool 08,23.4,0.62,0,3.1,38,Isolated,Silt,"S, E, & F",Dense,>50%
08/01/2022,641055,4829512,Pool 08,25.3,2.02,0.09,11.1,99,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,>50%
08/01/2022,640655,4829912,Pool 08,26.1,1.45,0,17.5,145,Impounded lake,Silt,"S, E, & F",Dense,>50%
08/01/2022,640255,4829312,Pool 08,26.2,0.97,0,8.8,97,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/01/2023,642355,4843862,Pool 08,27.9,0.58,0.04,9.9,58,Side channel,Sand,Emergent,Dense,20 - 49%
08/01/2023,642305,4844062,Pool 08,28.6,0.86,0.03,11,66,Connected backwater,Sand,S & E,Sparse,20 - 49%
08/02/1994,636855,4853712,Pool 08,23.9,0.68,0,0.2,54,Isolated,Silt,S & E,Dense,>50%
08/02/1994,636855,4853512,Pool 08,22.5,0.59,0,1,42,Isolated,Silt,S & E,Dense,>50%
08/02/1994,636655,4853112,Pool 08,21.1,0.38,0,1,20,Isolated,Silt,S & E,Dense,>50%
08/02/1994,638255,4853312,Pool 08,24.9,0.83,0,2.9,40,Isolated,Silt,S & E,Dense,>50%
08/02/1999,641555,4844212,Pool 08,27.7,0.31,0,6.9,31,Side channel,Silt/Clay/Sand,S & E,Dense,>50%
08/02/2000,579930,4915908,Pool 04,24.6,0.21,0,5.9,21,Side channel,Silt,S & E,Dense,>50%
08/02/2000,581280,4914408,Pool 04,25.2,0.6,0,9.3,43,Connected backwater,Silt/Clay/Sand,S & E,Sparse,>50%
08/02/2001,637455,4852712,Pool 08,25.4,0.45,0,0,45,Isolated,Silt,"S, E, & F",Dense,>50%
08/02/2001,637855,4853312,Pool 08,27.3,0.29,0,0.9,29,Isolated,Silt,"S, E, & F",Dense,>50%
08/02/2001,643455,4834912,Pool 08,28.8,0.89,0,5.7,45,Isolated,Silt,Submergent,Dense,>50%
08/02/2004,640905,4843012,Pool 08,24.7,0.63,0,7.7,63,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/02/2004,640705,4842012,Pool 08,24.4,1.26,0.02,5.8,115,Side channel,Silt,"S, E, & F",Dense,20 - 49%
08/02/2005,581130,4914558,Pool 04,25.8,0.52,0,1.2,52,Side channel,Silt,"S, E, & F",Dense,>50%
08/02/2005,579680,4912458,Pool 04,26.9,0.78,0,5.1,78,Connected backwater,Silt,Submergent,Dense,>50%
08/02/2006,641855,4833512,Pool 08,27.5,1.15,0,7.3,65,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
08/02/2010,637805,4856662,Pool 08,26.1,2.42,0.14,3.9,117,Side channel,Sand,"S, E, & F",Dense,20 - 49%
08/02/2011,735508,4659351,Pool 13,27.6,1.04,0,4.8,58,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
08/02/2016,643454,4834711,Pool 08,28.4,0.86,0,15.2,86,Isolated,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/02/2016,636654,4853512,Pool 08,25.9,0.77,0,0.7,77,Isolated,Silt,"S, E, & F",Dense,>50%
08/02/2017,643255,4834512,Pool 08,28.7,0.65,0,7.3,65,Isolated,Silt,"S, E, & F",Sparse,>50%
08/02/2017,637055,4853712,Pool 08,26.5,0.65,0,2.6,65,Isolated,Silt,"S, E, & F",Dense,>50%
08/02/2017,643455,4834512,Pool 08,28.5,0.46,0,8.8,46,Isolated,Silt,"S, E, & F",Dense,>50%
08/02/2017,636855,4853312,Pool 08,29.6,0.73,0,10.7,73,Isolated,Silt,"S, E, & F",Dense,>50%
08/02/2017,637455,4852712,Pool 08,25,0.51,0,0.6,51,Isolated,Silt,"S, E, & F",Dense,>50%
08/02/2018,641705,4849612,Pool 08,25.1,1.56,0.05,10.1,156,Side channel,Silt,"S, E, & F",Sparse,1 - 19%
08/02/2018,639855,4832912,Pool 08,22.2,0.48,0.02,4.3,48,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/02/2018,643055,4837512,Pool 08,24.1,0.68,0.04,5.3,68,Impounded lake,Silt,"S, E, & F",Dense,>50%
08/02/2021,641155,4842512,Pool 08,26.8,1.19,0.09,8.8,111,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
08/02/2021,641205,4842312,Pool 08,27.1,0.73,0.07,9.2,73,Side channel,Sand,"S, E, & F",Sparse,1 - 19%
08/02/2022,640455,4833112,Pool 08,25.5,1.14,0.01,7,103,Impounded lake,Silt,"S, E, & F",Sparse,>50%
08/02/2023,643705,4844162,Pool 08,27.8,1.31,0.03,6.4,131,Side channel,Sand,"S, E, & F",Dense,20 - 49%
08/03/1995,735458,4661651,Pool 13,26.2,0.28,0,5.5,28,Connected backwater,Silt,Submergent,Sparse,1 - 19%
08/03/1998,639155,4836312,Pool 08,24.6,0.81,0.13,10.2,65,Side channel,Sand,Submergent,Sparse,1 - 19%
08/03/1998,639855,4834112,Pool 08,24.1,0.6,0.01,9.8,58,Impounded lake,Silt,Floating,Sparse,1 - 19%
08/03/1998,643055,4837312,Pool 08,24,0.79,0.03,9.7,49,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
08/03/1998,640455,4836912,Pool 08,23.8,0.98,0,6,98,Impounded lake,Silt/Clay/Sand,S & E,Dense,>50%
08/03/1999,643455,4834912,Pool 08,25.4,1.14,0,6.2,29,Isolated,Silt,Submergent,Sparse,>50%
08/03/1999,643455,4834712,Pool 08,25.6,0.98,0,6.5,34,Isolated,Silt,Submergent,Sparse,20 - 49%
08/03/1999,636655,4853112,Pool 08,21.5,0.4,0,0.8,40,Isolated,Silt,S & E,Dense,>50%
08/03/1999,637455,4852912,Pool 08,21.6,0.4,0,0.8,40,Isolated,Silt,S & E,Dense,>50%
08/03/2000,640255,4829312,Pool 08,26.4,0.58,0,10.9,49,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
08/03/2000,642055,4833112,Pool 08,25.4,1.13,0.05,10.2,67,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
08/03/2004,641255,4833312,Pool 08,25.7,1.2,0,5.7,86,Impounded lake,Sand,Submergent,Dense,20 - 49%
08/03/2005,639155,4855312,Pool 08,29,0.35,0,10.8,35,Side channel,Sand,"S, E, & F",Dense,>50%
08/03/2005,580880,4916708,Pool 04,26.5,1.03,0,4.3,103,Connected backwater,Silt,"S, E, & F",Dense,>50%
08/03/2005,639355,4855612,Pool 08,28.4,0.38,0,10.1,38,Connected backwater,Sand,"S, E, & F",Dense,20 - 49%
08/03/2005,636855,4853512,Pool 08,24.8,0.7,0,0.4,70,Isolated,Silt,"S, E, & F",Dense,>50%
08/03/2005,637255,4852912,Pool 08,23.7,0.59,0,0.6,59,Isolated,Silt,"S, E, & F",Dense,>50%
08/03/2005,636655,4853312,Pool 08,23,0.5,0,0.5,50,Isolated,Silt,"S, E, & F",Dense,>50%
08/03/2006,637055,4853312,Pool 08,29,0.82,0,13.4,31,Isolated,Silt,"S, E, & F",Dense,>50%
08/03/2006,636855,4853512,Pool 08,24.1,0.86,0,0.3,29,Isolated,Silt,"S, E, & F",Dense,>50%
08/03/2006,637855,4853712,Pool 08,27.3,3.3,0,3.5,94,Isolated,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
08/03/2009,736308,4657001,Pool 13,25.5,0.4,0,14.6,40,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
08/03/2009,640605,4842962,Pool 08,23.2,2.36,0.05,9.3,112,Side channel,Sand,S & E,Sparse,1 - 19%
08/03/2009,640055,4841662,Pool 08,24.1,1.46,0,7.3,93,Side channel,Silt,"S, E, & F",Sparse,1 - 19%
08/03/2009,642005,4836562,Pool 08,24.3,1.88,0,8.4,188,Side channel,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
08/03/2009,737308,4653001,Pool 13,25.2,0.5,0,9.9,50,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
08/03/2009,639255,4834312,Pool 08,23.6,0.59,0,6.6,59,Connected backwater,Silt,"S, E, & F",Dense,>50%
08/03/2009,643255,4829112,Pool 08,23.2,1.82,0.04,8.1,137,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
08/03/2009,736408,4650601,Pool 13,23.9,0.2,0,10.6,20,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
08/03/2009,643055,4830712,Pool 08,24.1,1.43,0,12.6,143,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/03/2010,642155,4843812,Pool 08,27.4,0.87,0.08,4.8,87,Side channel,Sand,"S, E, & F",Sparse,>50%
08/03/2011,736208,4648601,Pool 13,30.1,1.08,0,11,28,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
08/03/2015,638505,4856012,Pool 08,26.9,1.08,0,13,70,Side channel,Sand,S & E,Sparse,1 - 19%
08/03/2015,734408,4645001,Pool 13,27.1,1.12,0.12,13.2,40,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
08/03/2015,733408,4647601,Pool 13,24,0.59,0,1.5,59,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/03/2015,734008,4646401,Pool 13,27.7,0.9,0,10.3,42,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/03/2016,642504,4845961,Pool 08,27,2.28,0.08,6.1,89,Side channel,Sand,"S, E, & F",Sparse,1 - 19%
08/03/2016,641554,4844011,Pool 08,27.7,0.9,0.06,6.2,90,Side channel,Silt,"S, E, & F",Dense,>50%
08/03/2016,641554,4842811,Pool 08,27.6,1.24,0.07,6.1,90,Connected backwater,Silt,"S, E, & F",Dense,>50%
08/03/2020,643455,4834712,Pool 08,23.1,0.83,0,11.7,83,Isolated,Silt,"S, E, & F",Dense,>50%
08/03/2020,643255,4834512,Pool 08,25.5,0.51,0,18.9,51,Isolated,Silt,"S, E, & F",Dense,>50%
08/03/2020,640255,4830312,Pool 08,23,0.92,0.07,7.3,92,Impounded lake,Silt,"S, E, & F",Dense,>50%
08/03/2021,641855,4839712,Pool 08,27.1,0.57,0.03,8.3,57,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
08/03/2022,642805,4841012,Pool 08,27,0.49,0,15.2,49,Side channel,Sand,"S, E, & F",Sparse,>50%
08/04/1994,736808,4657401,Pool 13,26,0.74,0.13,7.9,32,Side channel,Silt/Clay/Sand,Emergent,Dense,1 - 19%
08/04/2004,639205,4856462,Pool 08,24.8,0.43,0,10,43,Side channel,Silt,"S, E, & F",Sparse,20 - 49%
08/04/2004,638505,4857662,Pool 08,24.7,0.56,0,1.6,56,Connected backwater,Silt,"S, E, & F",Dense,>50%
08/04/2004,637255,4852912,Pool 08,24,0.82,0,3.8,45,Isolated,Silt,"S, E, & F",Dense,>50%
08/04/2004,637855,4853712,Pool 08,24.9,3.2,0,5.5,90,Isolated,Silt,"S, E, & F",Dense,1 - 19%
08/04/2005,643455,4834512,Pool 08,27.2,0.6,0,6,60,Isolated,Silt,Submergent,Dense,>50%
08/04/2009,641055,4831912,Pool 08,24.4,1.89,0.07,8.4,141,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
08/04/2010,639305,4835612,Pool 08,27.6,0.47,0.06,5.6,47,Side channel,Silt,"S, E, & F",Dense,>50%
08/04/2010,640455,4829712,Pool 08,27.7,0.92,0.03,7,92,Impounded lake,Silt,"S, E, & F",Dense,>50%
08/04/2010,640255,4831112,Pool 08,27.8,1.15,0.1,8.5,115,Impounded lake,Silt,"S, E, & F",Sparse,20 - 49%
08/04/2015,643255,4845462,Pool 08,25.6,0.28,0,9.9,28,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/04/2020,643105,4839612,Pool 08,25.7,0.94,0.06,10.9,94,Side channel,Silt/Clay/Sand,Submergent,Dense,>50%
08/04/2021,642705,4840362,Pool 08,27.1,0.21,0,10,21,Side channel,Sand,"S, E, & F",Dense,>50%
08/05/1998,642055,4844412,Pool 08,22.6,0.56,0.05,5.9,56,Connected backwater,Silt/Clay/Sand,S & E,Dense,>50%
08/05/2004,733808,4644801,Pool 13,22.2,1.02,0,7.7,26,Impounded lake,Silt/Clay/Sand,S & E,Dense,>50%
